cell_id,model_alias,context_tokens_target,k,repeat,needle_id,needle_type,position_frac,position_third,expected_answer,given_answer,correct,parse_ok,error_reason
ctx16000_k8_rep1,sonnet,16000,8,1,N14,szam,0.889,vege,3,3,1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N15,szam,0.111,eleje,78%,78%,1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N12,szam,0.222,eleje,42 pont,42 pont,1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N03,hatarido,0.333,eleje,2026. május 5,2026. május 5-én,1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N07,definicio,0.444,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N05,hatarido,0.556,kozepe,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N10,definicio,0.667,vege,működő prototípust,"A mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak",1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N09,definicio,0.778,vege,15 perc,15 perc,1,1,
ctx16000_k8_rep2,haiku,16000,8,2,N19,kivetel,0.889,vege,utolsó beadás,Az utolsó beadás,1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N15,szam,0.111,eleje,78%,78%,1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N12,szam,0.222,eleje,42 pont,42 pont (a lehetséges 100-ból),1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N03,hatarido,0.333,eleje,2026. május 5,2026. május 5-én,1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N07,definicio,0.444,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N05,hatarido,0.556,kozepe,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N10,definicio,0.667,vege,működő prototípust,"Az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak (a projektmunka félidei ellenőrzése)",1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N09,definicio,0.778,vege,15 perc,15 perc,1,1,
ctx16000_k8_rep2,sonnet,16000,8,2,N19,kivetel,0.889,vege,utolsó beadás,Az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N06,definicio,0.062,eleje,három egymást követő futtatásban,"Azt a fejlesztési ciklust nevezzük stabil iterációnak, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N18,kivetel,0.125,eleje,érintett / hallgató,"Az érintett hallgatónak csökken a pontszáma, a csapat többi tagjáé nem.",1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N02,hatarido,0.188,eleje,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N03,hatarido,0.25,eleje,2026. május 5,2026. május 5-én,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N15,szam,0.312,eleje,78%,A forráskód 78%-a,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N11,szam,0.375,kozepe,35%,35%,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N07,definicio,0.438,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N09,definicio,0.5,kozepe,15 perc,15 perc,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N17,kivetel,0.562,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N12,szam,0.625,kozepe,42 pont,Legalább 42 pont a lehetséges 100-ból,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N08,definicio,0.688,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N01,hatarido,0.75,vege,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben",1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N19,kivetel,0.812,vege,utolsó beadás,Az utolsó beadás,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N16,kivetel,0.875,vege,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx2000_k15_rep1,haiku,2000,15,1,N20,kivetel,0.938,vege,két / kettő / 2,Két igazolatlan hiányzás után,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N06,definicio,0.062,eleje,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N18,kivetel,0.125,eleje,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N02,hatarido,0.188,eleje,2026. április 3,"2026. április 3-án, 23:59-kor.",1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N03,hatarido,0.25,eleje,2026. május 5,2026. május 5-én.,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N15,szam,0.312,eleje,78%,A forráskód 78%-a.,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N11,szam,0.375,kozepe,35%,35%.,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N07,definicio,0.438,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N09,definicio,0.5,kozepe,15 perc,15 perc.,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N17,kivetel,0.562,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N12,szam,0.625,kozepe,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N08,definicio,0.688,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N01,hatarido,0.75,vege,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben.",1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N19,kivetel,0.812,vege,utolsó beadás,"Mindig az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát, még akkor is, ha az rosszabb eredményt hozna.",1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N16,kivetel,0.875,vege,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx2000_k15_rep1,sonnet,2000,15,1,N20,kivetel,0.938,vege,két / kettő / 2,Két igazolatlan hiányzás után.,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N18,kivetel,0.062,eleje,érintett / hallgató,csak az érintett hallgatóé,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N05,hatarido,0.125,eleje,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N11,szam,0.188,eleje,35%,35%,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N19,kivetel,0.25,eleje,utolsó beadás,az utolsó beadás,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N12,szam,0.312,eleje,42 pont,42 pont,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N01,hatarido,0.375,kozepe,2026. március 14,"2026. március 14-én, 10:15-kor",1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N08,definicio,0.438,kozepe,két különböző csapattagnak,"egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N17,kivetel,0.5,kozepe,10%,10%-kal több idő a pótzárthelyin a feladatok megoldására,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N20,kivetel,0.562,kozepe,két / kettő / 2,2,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N14,szam,0.625,kozepe,3,3,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N09,definicio,0.688,vege,15 perc,15 perc,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N16,kivetel,0.75,vege,hétfőn,csak a következő hétfőn számít határidőn belülinek,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N03,hatarido,0.812,vege,2026. május 5,2026. május 5-én,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N15,szam,0.875,vege,78%,78%,1,1,
ctx2000_k15_rep2,haiku,2000,15,2,N04,hatarido,0.938,vege,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N18,kivetel,0.062,eleje,érintett / hallgató,Csak az érintett hallgató pontszáma csökken.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N05,hatarido,0.125,eleje,2026. június 2,"2026. június 2-án, 8:00-kor.",1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N11,szam,0.188,eleje,35%,35%,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N19,kivetel,0.25,eleje,utolsó beadás,Az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N12,szam,0.312,eleje,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N01,hatarido,0.375,kozepe,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben.",1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N08,definicio,0.438,kozepe,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N17,kivetel,0.5,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N20,kivetel,0.562,kozepe,két / kettő / 2,Két igazolatlan hiányzás után.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N14,szam,0.625,kozepe,3,Legfeljebb 3 fő.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N09,definicio,0.688,vege,15 perc,15 perc.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N16,kivetel,0.75,vege,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N03,hatarido,0.812,vege,2026. május 5,2026. május 5-én.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N15,szam,0.875,vege,78%,A forráskód 78%-a.,1,1,
ctx2000_k15_rep2,sonnet,2000,15,2,N04,hatarido,0.938,vege,2026. február 20,"2026. február 20-án, 14:00-kor.",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N10,definicio,0.048,eleje,működő prototípust,amikor a csapat bemutatja a működő prototípust az oktatónak,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N11,szam,0.095,eleje,35%,35%,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N06,definicio,0.143,eleje,három egymást követő futtatásban,"az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N16,kivetel,0.19,eleje,hétfőn,csak a következő hétfőn számít határidőn belülinek,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N02,hatarido,0.238,eleje,2026. április 3,"2026. április 3-án, 23:59",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N03,hatarido,0.286,eleje,2026. május 5,2026. május 5-én,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N12,szam,0.333,eleje,42 pont,42 pont,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N14,szam,0.381,kozepe,3,3 fő,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N20,kivetel,0.429,kozepe,két / kettő / 2,2,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N19,kivetel,0.476,kozepe,utolsó beadás,az utolsó beadás,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N13,szam,0.524,kozepe,12,12,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N09,definicio,0.571,kozepe,15 perc,15 perc,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N17,kivetel,0.619,kozepe,10%,10%-kal több időt kap a pótzárthelyin,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N15,szam,0.667,vege,78%,78%,1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N07,definicio,0.714,vege,leadási határidő után,"a leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N01,hatarido,0.762,vege,2026. március 14,"2026. március 14-én, 10:15-kor",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N08,definicio,0.81,vege,két különböző csapattagnak,"egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N05,hatarido,0.857,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N04,hatarido,0.905,vege,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx2000_k20_rep1,claude-sonnet-4-5,2000,20,1,N18,kivetel,0.952,vege,érintett / hallgató,csak az érintett hallgató,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N10,definicio,0.048,eleje,működő prototípust,"A projektmunka előrehaladásának mérföldköve, amikor a csapat bemutatja a működő prototípust az oktatónak félidőben",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N11,szam,0.095,eleje,35%,35%,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N06,definicio,0.143,eleje,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N16,kivetel,0.19,eleje,hétfőn,Csak a következő hétfőn számít határidőn belülinek,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N02,hatarido,0.238,eleje,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N03,hatarido,0.286,eleje,2026. május 5,2026. május 5-én,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N12,szam,0.333,eleje,42 pont,42 pont,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N14,szam,0.381,kozepe,3,3 fő,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N20,kivetel,0.429,kozepe,két / kettő / 2,2,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N19,kivetel,0.476,kozepe,utolsó beadás,Az utolsó beadás,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N13,szam,0.524,kozepe,12,12,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N09,definicio,0.571,kozepe,15 perc,15 perc,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N17,kivetel,0.619,kozepe,10%,10%-kal több idő a pótzárthelyin,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N15,szam,0.667,vege,78%,78%,1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N07,definicio,0.714,vege,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N01,hatarido,0.762,vege,2026. március 14,"2026. március 14-én, 10:15-kor",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N08,definicio,0.81,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N05,hatarido,0.857,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N04,hatarido,0.905,vege,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx2000_k20_rep1,haiku,2000,20,1,N18,kivetel,0.952,vege,érintett / hallgató,"Az érintett hallgatónak, aki hibázott",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N10,definicio,0.048,eleje,működő prototípust,"A félidős mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak.",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N11,szam,0.095,eleje,35%,35%,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N06,definicio,0.143,eleje,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N16,kivetel,0.19,eleje,hétfőn,Csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N02,hatarido,0.238,eleje,2026. április 3,"2026. április 3., 23:59",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N03,hatarido,0.286,eleje,2026. május 5,2026. május 5.,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N12,szam,0.333,eleje,42 pont,42 pont (a lehetséges 100-ból),1,1,
ctx2000_k20_rep1,opus,2000,20,1,N14,szam,0.381,kozepe,3,Legfeljebb 3 fő,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N20,kivetel,0.429,kozepe,két / kettő / 2,Két igazolatlan hiányzás után,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N19,kivetel,0.476,kozepe,utolsó beadás,Az utolsó beadás,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N13,szam,0.524,kozepe,12,Legfeljebb 12 figyelmeztetés,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N09,definicio,0.571,kozepe,15 perc,15 perc (a beadási határidő után),1,1,
ctx2000_k20_rep1,opus,2000,20,1,N17,kivetel,0.619,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N15,szam,0.667,vege,78%,A forráskód 78%-a,1,1,
ctx2000_k20_rep1,opus,2000,20,1,N07,definicio,0.714,vege,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N01,hatarido,0.762,vege,2026. március 14,"2026. március 14., 10:15 (a nagyelőadó teremben)",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N08,definicio,0.81,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt összeolvasztható lenne.",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N05,hatarido,0.857,vege,2026. június 2,"2026. június 2., 8:00",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N04,hatarido,0.905,vege,2026. február 20,"2026. február 20., 14:00",1,1,
ctx2000_k20_rep1,opus,2000,20,1,N18,kivetel,0.952,vege,érintett / hallgató,"Csak az érintett (hibázó) hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N10,definicio,0.048,eleje,működő prototípust,"Az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak a félidei közös bemutató keretében.",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N11,szam,0.095,eleje,35%,35%,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N06,definicio,0.143,eleje,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N16,kivetel,0.19,eleje,hétfőn,A leadás csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N02,hatarido,0.238,eleje,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N03,hatarido,0.286,eleje,2026. május 5,2026. május 5-én,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N12,szam,0.333,eleje,42 pont,Legalább 42 pont a lehetséges 100-ból,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N14,szam,0.381,kozepe,3,Legfeljebb 3 fő,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N20,kivetel,0.429,kozepe,két / kettő / 2,Két igazolatlan hiányzás után,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N19,kivetel,0.476,kozepe,utolsó beadás,"Mindig az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát, még akkor is, ha az rosszabb eredményt hozna.",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N13,szam,0.524,kozepe,12,Legfeljebb 12 figyelmeztetés,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N09,definicio,0.571,kozepe,15 perc,15 perc,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N17,kivetel,0.619,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N15,szam,0.667,vege,78%,78%,1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N07,definicio,0.714,vege,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N01,hatarido,0.762,vege,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N08,definicio,0.81,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N05,hatarido,0.857,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N04,hatarido,0.905,vege,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx2000_k20_rep1,sonnet,2000,20,1,N18,kivetel,0.952,vege,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N15,szam,0.048,eleje,78%,78%,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N17,kivetel,0.095,eleje,10%,10%-kal több idő a pótzárthelyin,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N20,kivetel,0.143,eleje,két / kettő / 2,2,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N09,definicio,0.19,eleje,15 perc,15 perc,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N13,szam,0.238,eleje,12,12,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N04,hatarido,0.286,eleje,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N03,hatarido,0.333,eleje,2026. május 5,2026. május 5-én,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N14,szam,0.381,kozepe,3,3,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N08,definicio,0.429,kozepe,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N19,kivetel,0.476,kozepe,utolsó beadás,Az utolsó beadás,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N07,definicio,0.524,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N16,kivetel,0.571,kozepe,hétfőn,Az csak a következő hétfőn számít határidőn belülinek,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N12,szam,0.619,kozepe,42 pont,42 pont (a lehetséges 100-ból),1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N06,definicio,0.667,vege,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N18,kivetel,0.714,vege,érintett / hallgató,Csak az érintett hallgatónak,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N11,szam,0.762,vege,35%,35%,1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N01,hatarido,0.81,vege,2026. március 14,"2026. március 14-én, 10:15-kor",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N05,hatarido,0.857,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N10,definicio,0.905,vege,működő prototípust,"A félidőben tartott bemutató, amikor a csapat a működő prototípust mutatja be az oktatónak",1,1,
ctx2000_k20_rep2,haiku,2000,20,2,N02,hatarido,0.952,vege,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N15,szam,0.048,eleje,78%,78%,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N17,kivetel,0.095,eleje,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N20,kivetel,0.143,eleje,két / kettő / 2,Két igazolatlan hiányzás után.,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N09,definicio,0.19,eleje,15 perc,15 perc,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N13,szam,0.238,eleje,12,12 figyelmeztetés,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N04,hatarido,0.286,eleje,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N03,hatarido,0.333,eleje,2026. május 5,2026. május 5-én,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N14,szam,0.381,kozepe,3,3 fő,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N08,definicio,0.429,kozepe,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N19,kivetel,0.476,kozepe,utolsó beadás,"Az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát, még akkor is, ha az rosszabb eredményt hozna.",1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N07,definicio,0.524,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N16,kivetel,0.571,kozepe,hétfőn,Csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N12,szam,0.619,kozepe,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N06,definicio,0.667,vege,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx2000_k20_rep2,sonnet,2000,20,2,N18,kivetel,0.714,vege,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
